Node,AlgoValue,MCValue,Diff
278,0.16677181699666577,0.167426,0.0006541830033342244
12,0.5314410000000002,0.530801,0.000640000000000196
218,0.37955705407681606,0.380193,0.0006359459231839448
74,0.8828999999999999,0.883535,0.0006350000000000522
57,0.43046721000000016,0.429841,0.0006262100000001825
69,0.4692092589,0.469832,0.000622741100000046
145,0.7151489999999999,0.715765,0.0006160000000000609
286,0.5904900000000002,0.589879,0.0006110000000001392
279,0.34867844010000015,0.348076,0.0006024401000001567
104,0.5792706900000001,0.579868,0.000597309999999962
289,0.7290000000000001,0.729596,0.0005959999999999299
80,0.5904900000000002,0.591085,0.0005949999999997901
179,0.5494440421719,0.550036,0.0005919578280999538
177,0.38005949970900005,0.379468,0.0005914997090000207
72,0.6436341,0.644218,0.0005838999999999706
210,0.6561000000000001,0.656672,0.0005719999999999059
195,0.2205094024733692,0.219939,0.0005704024733692026
5,0.25418658283290013,0.253617,0.0005695828329001507
257,0.38742048900000015,0.386851,0.0005694890000001451
96,0.5314410000000002,0.530875,0.0005660000000001775
64,0.27706337528786107,0.277627,0.0005636247121389437
233,0.5314410000000002,0.530878,0.0005630000000002022
66,0.34205354973810004,0.342613,0.000559450261899963
242,0.47829690000000014,0.478852,0.000555099999999864
70,0.521343621,0.521898,0.0005543789999999937
190,0.7290000000000001,0.729554,0.0005539999999999434
2,0.1853020188851842,0.184751,0.0005510188851841902
113,0.4692092589,0.469758,0.0005487411000000275
188,0.6561000000000001,0.656646,0.0005459999999998244
53,0.38742048900000015,0.387966,0.000545510999999832
192,0.8277071402619001,0.828239,0.0005318597380998824
141,0.34867844010000015,0.34921,0.0005315598999998672
10,0.43046721000000016,0.429937,0.000530210000000142
187,0.5904900000000002,0.59102,0.0005299999999998084
199,0.33609114841239013,0.335566,0.0005251484123901529
153,0.17861261600342906,0.178092,0.0005206160034290641
155,0.14467621896277755,0.144156,0.0005202189627775411
282,0.43046721000000016,0.429951,0.000516210000000128
302,0.5904900000000002,0.591004,0.0005139999999997924
17,0.9,0.899489,0.0005110000000000392
306,0.5314410000000002,0.531951,0.0005099999999997884
47,0.34867844010000015,0.349184,0.0005055598999998412
162,0.5213436210000001,0.521849,0.000505378999999917
198,0.3024820335711511,0.301978,0.0005040335711510857
3,0.2058911320946491,0.205388,0.0005031320946491113
55,0.31381059609000017,0.31431,0.0004994039099998071
14,0.6561000000000001,0.655601,0.0004990000000001382
79,0.6561000000000001,0.656597,0.0004969999999998587
23,0.5904900000000002,0.589994,0.000496000000000163
204,0.7631913605066132,0.763683,0.0004916394933868196
108,0.5314410000000002,0.531931,0.0004899999999998794
13,0.5904900000000002,0.590006,0.000484000000000151
45,0.43046721000000016,0.43095,0.0004827899999998442
101,0.6748484673736345,0.67533,0.00048153262636552174
287,0.8081204039100003,0.8086,0.00047959608999970094
67,0.38005949970900005,0.380538,0.0004785002909999392
216,0.34867844010000015,0.349153,0.00047455989999983794
181,0.6436341,0.644108,0.0004739000000000271
174,0.5314410000000002,0.531914,0.00047299999999983466
1,0.16677181699666577,0.166301,0.0004708169966657627
48,0.31381059609000017,0.314281,0.00047040390999980586
119,0.42228833301000007,0.422755,0.00046666698999991985
172,0.5314410000000002,0.531905,0.0004639999999997979
54,0.34867844010000015,0.349141,0.00046255989999982594
98,0.6436341,0.643172,0.00046210000000002083
209,0.7290000000000001,0.729456,0.00045599999999990093
297,0.7603808622409252,0.759925,0.0004558622409251978
229,0.34867844010000015,0.348226,0.0004524401000001732
97,0.5904900000000002,0.59004,0.0004500000000001725
28,0.41492734371900014,0.415376,0.00044865628099988175
220,0.25418658283290013,0.254622,0.000435417167099883
81,0.5314410000000002,0.531873,0.0004319999999998769
68,0.42228833301,0.422716,0.0004276669899999641
27,0.4610303819100002,0.461458,0.0004276180899998039
9,0.38742048900000015,0.386995,0.00042548900000016765
290,0.6561000000000001,0.656525,0.0004249999999998977
65,0.30784819476429004,0.308273,0.00042480523570997963
206,0.6943246838607796,0.693904,0.00042068386077964703
49,0.28242953648100017,0.282849,0.0004194635189998519
144,0.47829690000000014,0.478712,0.00041509999999989056
39,0.31381059609000017,0.314223,0.00041240390999980336
270,0.38742048900000015,0.387829,0.00040851099999983376
38,0.28242953648100017,0.282838,0.00040846351899981315
154,0.16075135440308616,0.160345,0.0004063544030861732
288,0.6561000000000001,0.656503,0.00040299999999982017
225,0.28242953648100017,0.282027,0.0004025364810001375
189,0.7290000000000001,0.729402,0.00040199999999990244
56,0.28242953648100017,0.28283,0.00040046351899986066
241,0.6794786735190003,0.679879,0.00040032648099974644
78,0.7290000000000001,0.729397,0.0003969999999998697
219,0.28242953648100017,0.282819,0.0003894635189998219
35,0.19845846222603228,0.198069,0.0003894622260322833
237,0.9,0.900382,0.00038199999999999346
156,0.25418658283290013,0.25381,0.00037658283290015193
140,0.31381059609000017,0.31418,0.0003694039099998436
164,0.8479904005629035,0.848356,0.00036559943709646436
175,0.30784819476429004,0.307483,0.0003651947642900333
103,0.47829690000000014,0.478662,0.00036509999999984055
37,0.25418658283290013,0.254546,0.0003594171670998625
303,0.6804153701148161,0.680765,0.0003496298851838331
152,0.19845846222603228,0.198112,0.00034646222603226806
63,0.22876792454961012,0.228424,0.00034392454961013064
71,0.57927069,0.579609,0.00033831000000006384
271,0.34867844010000015,0.349015,0.00033655989999986646
232,0.47829690000000014,0.477961,0.0003359000000001111
252,0.25418658283290013,0.254522,0.000335417167099894
283,0.47829690000000014,0.477962,0.00033490000000013787
139,0.28242953648100017,0.282761,0.0003314635189998194
128,0.34205354973810004,0.342383,0.0003294502618999551
231,0.43046721000000016,0.430138,0.00032921000000013523
46,0.38742048900000015,0.387749,0.00032851099999986477
185,0.6561000000000001,0.655773,0.00032700000000007723
148,0.25418658283290013,0.253863,0.0003235828329001267
184,0.7290000000000001,0.72868,0.000320000000000098
120,0.4692092589000001,0.469528,0.0003187410999999085
248,0.47829690000000014,0.478615,0.0003180999999998768
127,0.38005949970900005,0.380375,0.00031550029099997046
217,0.31381059609000017,0.314126,0.00031540390999984513
269,0.38742048900000015,0.387733,0.00031251099999984877
50,0.25418658283290013,0.254496,0.000309417167099868
193,0.6314050521000001,0.631097,0.0003080521000000669
227,0.28242953648100017,0.282126,0.00030353648100017727
236,0.81,0.8103,0.00029999999999996696
291,0.5904900000000002,0.59079,0.00029999999999985594
95,0.47829690000000014,0.477997,0.0002999000000001306
60,0.31381059609000017,0.313512,0.0002985960900001583
106,0.43046721000000016,0.430764,0.0002967899999998247
93,0.646105669536271,0.645809,0.00029666953627105475
157,0.28242953648100017,0.282146,0.00028353648100015727
168,0.781701297381,0.781418,0.0002832973810000805
26,0.5122559799000002,0.512537,0.00028102009999986244
89,0.22876792454961012,0.229038,0.0002700754503898728
142,0.38742048900000015,0.387689,0.0002685109999998603
171,0.8197249018190143,0.819993,0.0002680981809857208
228,0.31381059609000017,0.313543,0.00026759609000015505
178,0.42228833301,0.422024,0.0002643330100000063
163,0.7631913605066132,0.763454,0.00026263949338678483
94,0.43046721000000016,0.430209,0.0002582100000001475
90,0.2058911320946491,0.206146,0.0002548679053508973
77,0.81,0.810254,0.00025399999999997647
88,0.25418658283290013,0.25444,0.0002534171670998675
253,0.28242953648100017,0.282682,0.00025246351899982367
143,0.43046721000000016,0.430717,0.00024978999999986096
34,0.2205094024733692,0.220261,0.00024840247336918586
158,0.31381059609000017,0.313563,0.00024759609000019056
298,0.6436341,0.643878,0.0002438999999999636
41,0.38742048900000015,0.387659,0.00023851099999983028
107,0.47829690000000014,0.478535,0.00023809999999985232
223,0.1853020188851842,0.185068,0.00023401888518417846
263,0.5314410000000002,0.531208,0.00023300000000014975
295,0.5691733110000001,0.568944,0.00022931100000012083
123,0.27706337528786107,0.277289,0.00022562471213893875
207,0.47829690000000014,0.478072,0.00022490000000013888
82,0.47829690000000014,0.478519,0.00022209999999989183
170,0.7271654058900001,0.726947,0.00021840589000010624
214,0.5040771029100002,0.504294,0.0002168970899998346
136,0.2058911320946491,0.206108,0.00021686790535091482
258,0.654284546526271,0.654068,0.0002165465262710109
230,0.38742048900000015,0.387204,0.00021648900000015292
36,0.22876792454961012,0.228982,0.0002140754503898723
87,0.28242953648100017,0.282642,0.00021246351899983917
42,0.43046721000000016,0.430678,0.0002107899999998497
138,0.25418658283290013,0.254397,0.00021041716709985225
205,0.8476375742651594,0.847845,0.0002074257348405606
222,0.2058911320946491,0.205685,0.00020613209464909188
266,0.47829690000000014,0.478502,0.00020509999999984707
215,0.38742048900000015,0.387623,0.00020251099999984978
166,0.63317805087861,0.632976,0.00020205087861002724
256,0.38742048900000015,0.387219,0.00020148900000016567
30,0.33609114841239013,0.33629,0.00019885158760984956
29,0.37343460934710015,0.37363,0.0001953906528998628
183,0.7290000000000001,0.728807,0.00019300000000010975
292,0.589538959114816,0.589731,0.0001920408851839861
300,0.41492734371900014,0.414738,0.00018934371900014568
249,0.1853020188851842,0.18549,0.0001879811148157995
102,0.43046721000000016,0.430655,0.00018778999999985446
40,0.34867844010000015,0.348863,0.00018455989999982547
91,0.1853020188851842,0.185481,0.00017898111481581824
235,0.7290000000000001,0.729178,0.00017799999999990046
85,0.34867844010000015,0.348855,0.00017655989999987298
117,0.34205354973810004,0.342229,0.0001754502618999676
126,0.20197920058485075,0.201804,0.00017520058485073764
147,0.22876792454961012,0.228593,0.00017492454961012815
21,0.7290000000000001,0.728826,0.0001740000000001185
62,0.25418658283290013,0.254013,0.0001735828329001432
293,0.43046721000000016,0.43064,0.00017278999999986722
167,0.7035311676429,0.703359,0.00017216764290006736
165,0.8433478916000718,0.84352,0.0001721083999282058
115,0.27706337528786107,0.277233,0.00016962471213893826
20,0.81,0.809832,0.000168000000000057
285,0.5904900000000002,0.590324,0.00016600000000022153
116,0.30784819476429004,0.308013,0.00016480523570994166
203,0.6868722244559519,0.687037,0.00016477554404814576
238,0.9,0.900163,0.00016300000000002424
254,0.31381059609000017,0.313972,0.00016140390999980214
243,0.47829690000000014,0.478451,0.00015409999999987933
44,0.5314410000000002,0.531289,0.000152000000000152
250,0.2058911320946491,0.206043,0.00015186790535090533
122,0.30784819476429004,0.307999,0.00015080523570998317
83,0.43046721000000016,0.430609,0.00014178999999986397
149,0.28242953648100017,0.282288,0.0001415364810001818
131,0.12157665459056936,0.121714,0.00013734540943063922
251,0.22876792454961012,0.228905,0.00013707545038987856
132,0.13508517176729928,0.135222,0.0001368282327007253
284,0.5314410000000002,0.531309,0.000132000000000132
137,0.22876792454961012,0.228636,0.0001319245496101129
244,0.43046721000000016,0.430597,0.00012978999999985197
226,0.4098960754474391,0.409769,0.0001270754474391178
110,0.5122559799000002,0.512382,0.0001260200999998462
240,0.5904900000000002,0.590614,0.00012399999999979094
118,0.38005949970900005,0.380182,0.00012250029099997173
268,0.5693271121033345,0.569205,0.00012211210333457068
182,0.7605171922219748,0.760396,0.0001211922219748196
100,0.521343621,0.521225,0.00011862099999992992
61,0.28242953648100017,0.282312,0.00011753648100015779
43,0.47829690000000014,0.478412,0.00011509999999986809
92,0.4692092589,0.469096,0.00011325889999996841
267,0.43046721000000016,0.430579,0.00011178999999983397
129,0.0984770902183612,0.098587,0.00010990978163880061
124,0.24935703775907497,0.249465,0.00010796224092501916
84,0.38742048900000015,0.387528,0.00010751099999983804
133,0.1500946352969992,0.1502,0.00010536470300079315
186,0.8081204039100003,0.808223,0.00010259608999974024
169,0.7345105110000001,0.734613,0.00010248899999987238
22,0.6561000000000001,0.656202,0.00010199999999982445
86,0.31381059609000017,0.313908,9.740390999984916e-5
130,0.10941898913151243,0.109513,9.401086848756512e-5
264,0.5904900000000002,0.590579,8.89999999997837e-5
134,0.16677181699666577,0.16686,8.818300333424123e-5
33,0.24501044719263243,0.245097,8.65528073675792e-5
135,0.1853020188851842,0.185388,8.59811148158085e-5
301,0.5433515058734679,0.543269,8.25058734679196e-5
121,0.42228833301000007,0.42221,7.833301000009785e-5
200,0.37343460934710015,0.373358,7.660934710013168e-5
114,0.24935703775907497,0.249433,7.596224092501491e-5
201,0.41492734371900014,0.414852,7.53437190001427e-5
245,0.38742048900000015,0.387495,7.45109999998328e-5
25,0.5691733110000001,0.569242,6.868899999989964e-5
262,0.5890155583388491,0.58895,6.555833884913653e-5
32,0.272233830214036,0.272298,6.416978596396339e-5
150,0.31381059609000017,0.31375,6.059609000019783e-5
151,0.34867844010000015,0.348621,5.7440100000138994e-5
255,0.34867844010000015,0.348622,5.644010000016575e-5
265,0.5314410000000002,0.531493,5.199999999982996e-5
224,0.16677181699666577,0.166721,5.081699666575901e-5
111,0.4610303819100002,0.461079,4.8618089999841185e-5
75,0.9809999999999999,0.980955,4.4999999999850715e-5
208,0.6066320414876102,0.606591,4.104148761019388e-5
247,0.31381059609000017,0.313773,3.7596090000147075e-5
239,0.7377236564301002,0.737687,3.6656430100201476e-5
246,0.34867844010000015,0.348714,3.555989999987075e-5
234,0.8388625599000002,0.838898,3.5440099999783925e-5
19,0.9,0.899965,3.500000000000725e-5
146,0.2058911320946491,0.205859,3.213209464911215e-5
99,0.57927069,0.579295,2.4310000000027365e-5
213,0.6545775271671003,0.654559,1.852716710026847e-5
76,0.9,0.899983,1.7000000000044757e-5
24,0.6324147900000001,0.632401,1.3790000000124536e-5
125,0.2244213339831675,0.224431,9.666016832499125e-6
299,0.4610303819100002,0.461022,8.381910000188064e-6
109,0.5691733110000001,0.56918,6.6889999998931415e-6
221,0.22876792454961012,0.228774,6.075450389886328e-6
31,0.3024820335711511,0.302484,1.9664288488652204e-6
18,1.0,1.0,0.0
